Soccer,1029,GOAL
Soccer,2053,GOAL
Soccer,1025,CORNER
Soccer,2049,CORNER
Soccer,1024,ATTACK
Soccer,2048,ATTACK
Soccer,1026,ATTACK
Soccer,2050,ATTACK
Soccer,1026,DANGER
Soccer,2050,DANGER
Soccer,1027,DANGER
Soccer,2051,DANGER
Soccer,1034,YELLOW_CARD
Soccer,2058,YELLOW_CARD
Soccer,1045,YELLOW_CARD
Soccer,2069,YELLOW_CARD
Soccer,1045,RED_CARD
Soccer,2069,RED_CARD
Soccer,1032,RED_CARD
Soccer,2056,RED_CARD
Soccer,1031,PENALTY
Soccer,2055,PENALTY
Soccer,1055,SUBSTITUTION
Soccer,2079,SUBSTITUTION
Soccer,1039,SHOT_ON_TARGET
Soccer,2063,SHOT_ON_TARGET
Soccer,1040,SHOT_OFF_TARGET
Soccer,2064,SHOT_OFF_TARGET
Soccer,1041,SHOT_WOODWORK
Soccer,2065,SHOT_WOODWORK
Soccer,1028,FREEKICK
Soccer,2052,FREEKICK
Soccer,1051,SAFE
Soccer,2075,SAFE
Soccer,1054,THROW_IN
Soccer,2078,THROW_IN
Soccer,1060,PENALTY_MISSED
Soccer,2084,PENALTY_MISSED
Soccer,1043,OFFSIDE
Soccer,2067,OFFSIDE
Soccer,1058,SHOT_BLOCKED
Soccer,2082,SHOT_BLOCKED
Basketball,1096,FOUL
Basketball,2120,FOUL
Basketball,1099,FREE_THROW_ONE_POINT
Basketball,2123,FREE_THROW_ONE_POINT
Basketball,1100,FREE_THROW_TWO_POINT
Basketball,2124,FREE_THROW_TWO_POINT
Basketball,1110,FREE_THROW_THREE_POINT
Basketball,2134,FREE_THROW_THREE_POINT
Basketball,1114,FREE_THROW_MISSED
Basketball,2138,FREE_THROW_MISSED
Basketball,1101,ONE_POINT
Basketball,2125,ONE_POINT
Basketball,1093,TWO_POINT
Basketball,2117,TWO_POINT
Basketball,1094,THREE_POINT
Basketball,2118,THREE_POINT
Basketball,1102,TIMEOUT
Basketball,2126,TIMEOUT
Icehockey,1475,GOAL
Icehockey,2499,GOAL
Icehockey,1485,SHOT
Icehockey,2509,SHOT
Icehockey,1476,PENALTY
Icehockey,2500,PENALTY
Icehockey,1477,PENALTY_MISSED
Icehockey,2501,PENALTY_MISSED
Icehockey,1479,TWO_MINUTE_PENALTY
Icehockey,2503,TWO_MINUTE_PENALTY
Icehockey,1480,FIVE_MINUTE_PENALTY
Icehockey,2504,FIVE_MINUTE_PENALTY
Icehockey,1481,TEN_MINUTE_PENALTY
Icehockey,2505,TEN_MINUTE_PENALTY
Icehockey,1482,PLUS_TWO_MINUTE_PENALTY
Icehockey,2506,PLUS_TWO_MINUTE_PENALTY
Icehockey,1508,PLUS_FIVE_MINUTE_PENALTY
Icehockey,2532,PLUS_FIVE_MINUTE_PENALTY
Icehockey,1483,PLUS_TEN_MINUTE_PENALTY
Icehockey,2507,PLUS_TEN_MINUTE_PENALTY
Icehockey,1490,TIMEOUT
Icehockey,2514,TIMEOUT
Icehockey,1487,FACE_OFF
Icehockey,2511,FACE_OFF
Icehockey,1488,OFFSIDE
Icehockey,2512,OFFSIDE
Icehockey,1489,ICING
Icehockey,2513,ICING
Volleyball,1409,KILL
Volleyball,2433,KILL
Volleyball,1410,BLOCK
Volleyball,2434,BLOCK
Volleyball,1412,OUT
Volleyball,2436,OUT
Volleyball,1413,ERROR
Volleyball,2437,ERROR
Volleyball,1417,ERROR_SERVICE
Volleyball,2441,ERROR_SERVICE
Volleyball,1414,ACE
Volleyball,2438,ACE
Volleyball,1418,PENALTY
Volleyball,2442,PENALTY
Volleyball,1421,POINT
Volleyball,2445,POINT
Volleyball,1422,TIMEOUT
Volleyball,2446,TIMEOUT
Volleyball,1423,SET
Volleyball,2447,SET
Volleyball,1432,PENALTY_POINT
Volleyball,2456,PENALTY_POINT
Handball,1241,TIMEOUT
Handball,2265,TIMEOUT
Handball,1216,POSSESSION
Handball,2240,POSSESSION
Handball,1220,GOAL
Handball,2244,GOAL
Handball,1221,SEVEN_METR_SHOT
Handball,2245,SEVEN_METR_SHOT
Handball,1223,SEVEN_METR_MISSED
Handball,2247,SEVEN_METR_MISSED
Handball,1224,YELLOW_CARD
Handball,2248,YELLOW_CARD
Handball,1227,RED_CARD
Handball,2251,RED_CARD
Handball,1225,TWO_MINUTE_PENALTY
Handball,2249,TWO_MINUTE_PENALTY
Handball,1226,PLUS_TWO_MINUTE_PENALTY
Handball,2250,PLUS_TWO_MINUTE_PENALTY
Handball,1236,THROW_IN
Handball,2260,THROW_IN
Handball,1254,THROW_OUT
Handball,2278,THROW_OUT
Handball,1237,FREE_THROW
Handball,2261,FREE_THROW
